Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change_Over_Semester,Percentage_Of_AI_Usage,Weekly_Study_Hours
137219,STEM,Senior,3.38,Debugging/Troubleshooting,Advanced,3,TRUE,4,Strict_Ban,3,4,87.01,Medium,-0.62,0.194,29
137220,Business,Graduate,3.447,Ideation,Intermediate,4,TRUE,3,Actively_Encouraged,1,3.64,72.51,High,-0.193,0.065,18.44
137221,STEM,Senior,3.013,Debugging/Troubleshooting,Intermediate,3,TRUE,7,Allowed_With_Citation,4,2.889,85.4,High,0.124,0.952,20.83
137222,Humanities,Freshman,2.392,Direct_Answer_Generation,Intermediate,2,FALSE,1,Strict_Ban,4,2.737,62.06,Low,-0.345,0.199,17.11
137223,Business,Sophomore,2.137,Copywriting/Drafting,Advanced,3,FALSE,7,Actively_Encouraged,4,2.372,62.45,High,-0.235,0.772,33.31
137224,Medical,Junior,3.167,Direct_Answer_Generation,Intermediate,2,FALSE,1,Strict_Ban,6,3.087,78.72,Medium,0.08,0.156,9.51
137225,STEM,Freshman,3.646,Debugging/Troubleshooting,Intermediate,4,FALSE,3,Actively_Encouraged,4,3.686,61.71,Low,-0.04,0.01,12.1
137226,Medical,Sophomore,3.318,Summarizing_Reading,Intermediate,4,TRUE,2,Allowed_With_Citation,5,3.509,75.25,High,-0.191,0.146,10.15
137227,Humanities,Senior,3.303,Ideation,Beginner,2,TRUE,1,Allowed_With_Citation,7,3.831,100,Medium,-0.528,0.306,15.62
137228,Arts,Sophomore,3.296,Direct_Answer_Generation,Advanced,3,TRUE,6,Allowed_With_Citation,2,3.25,73.33,High,0.046,0.674,35.51
137229,Business,Graduate,3.526,Ideation,Beginner,1,FALSE,5,Allowed_With_Citation,5,3.808,86.59,High,-0.282,0.624,25.27
137230,Arts,Sophomore,3.48,Summarizing_Reading,Beginner,1,FALSE,2,Allowed_With_Citation,2,3.687,56.63,Medium,-0.207,0.06,17.47
137231,Business,Freshman,3.494,Ideation,Beginner,2,FALSE,4,Actively_Encouraged,4,3.621,73.14,Low,-0.127,0.388,16.63
137232,Business,Freshman,3.661,Ideation,Advanced,3,TRUE,4,Allowed_With_Citation,2,3.786,74.15,High,-0.125,0.135,4.95
137233,Humanities,Senior,3.614,Copywriting/Drafting,Intermediate,5,FALSE,2,Allowed_With_Citation,1,3.949,82.53,High,-0.335,0.38,10.09
137234,Medical,Sophomore,3.204,Summarizing_Reading,Intermediate,3,TRUE,6,Strict_Ban,10,3.61,94.37,Medium,-0.406,0.311,26.59
137235,Arts,Sophomore,2.293,Summarizing_Reading,Beginner,3,FALSE,5,Strict_Ban,6,2.525,70.15,Medium,-0.232,0.096,29.57
137236,Humanities,Senior,3.309,Debugging/Troubleshooting,Beginner,1,FALSE,2,Allowed_With_Citation,1,3.336,64.78,Low,-0.027,0.059,4.54
137237,STEM,Junior,3.755,Debugging/Troubleshooting,Advanced,4,FALSE,3,Strict_Ban,2,4,82.77,Low,-0.245,0.195,20.41
137238,Arts,Senior,2.559,Direct_Answer_Generation,Advanced,3,FALSE,4,Allowed_With_Citation,5,2.395,56.82,Low,0.164,0.215,7.12
137239,Medical,Junior,3.108,Copywriting/Drafting,Intermediate,3,FALSE,3,Allowed_With_Citation,5,3.347,69.57,Medium,-0.239,0.126,17.29
137240,STEM,Graduate,1.74,Ideation,Beginner,1,TRUE,4,Actively_Encouraged,3,1.721,68.17,Medium,0.019,0.097,16.2
137241,Medical,Sophomore,3.165,Summarizing_Reading,Beginner,2,TRUE,2,Actively_Encouraged,1,3.301,95.67,Low,-0.136,0.091,17.01
137242,STEM,Sophomore,3.171,Direct_Answer_Generation,Beginner,2,TRUE,4,Allowed_With_Citation,6,2.829,58.09,Medium,0.342,0.61,32.4
137243,Medical,Senior,2.853,Summarizing_Reading,Intermediate,3,FALSE,1,Allowed_With_Citation,1,3.015,60.64,Medium,-0.162,0.33,17.34
137244,Business,Senior,3.924,Ideation,Intermediate,2,FALSE,4,Actively_Encouraged,2,4,80.09,Medium,-0.076,0.441,23.29
137245,Humanities,Freshman,2.774,Copywriting/Drafting,Intermediate,2,FALSE,2,Actively_Encouraged,2,2.573,82.61,Low,0.201,0.195,11.71
137246,Humanities,Senior,2.091,Summarizing_Reading,Beginner,1,TRUE,3,Strict_Ban,4,2.274,72.06,Low,-0.183,0.119,16.58
137247,Business,Freshman,3.518,Copywriting/Drafting,Beginner,1,TRUE,5,Allowed_With_Citation,6,3.561,69.31,Low,-0.043,0.359,12.9
137248,Business,Graduate,3.685,Ideation,Beginner,1,FALSE,5,Allowed_With_Citation,5,4,97.03,Medium,-0.315,0.327,25.21
137249,Medical,Junior,3.123,Copywriting/Drafting,Advanced,4,FALSE,4,Actively_Encouraged,5,3.223,98.39,Medium,-0.1,0.277,13.23
137250,Arts,Freshman,3.315,Copywriting/Drafting,Intermediate,1,TRUE,5,Actively_Encouraged,4,3.555,82.9,Low,-0.24,0.376,21.32
137251,Business,Freshman,2.446,Debugging/Troubleshooting,Intermediate,4,TRUE,4,Actively_Encouraged,2,2.87,71.81,High,-0.424,0.519,33.29
137252,Medical,Graduate,2.947,Copywriting/Drafting,Intermediate,4,FALSE,4,Actively_Encouraged,5,3.158,76.49,Medium,-0.211,0.294,26.08
137253,Business,Graduate,3.469,Copywriting/Drafting,Beginner,1,FALSE,4,Allowed_With_Citation,5,3.776,73.72,High,-0.307,0.479,22.65
137254,Arts,Junior,3.164,Summarizing_Reading,Intermediate,2,TRUE,4,Allowed_With_Citation,3,3.547,81.1,Low,-0.383,0.57,29.49
137255,Arts,Freshman,3.374,Copywriting/Drafting,Intermediate,5,TRUE,4,Allowed_With_Citation,6,3.698,66.67,High,-0.324,0.882,8.5
137256,Medical,Sophomore,3.384,Ideation,Intermediate,4,FALSE,1,Actively_Encouraged,5,3.475,70.62,Low,-0.091,0.044,16.74
137257,STEM,Senior,3.391,Debugging/Troubleshooting,Intermediate,1,FALSE,4,Actively_Encouraged,2,3.487,97.64,Low,-0.096,0.25,25.31
137258,Business,Senior,3.1,Ideation,Intermediate,4,TRUE,4,Strict_Ban,3,3.299,73.42,Medium,-0.199,0.59,14.23
137259,Humanities,Graduate,2.787,Debugging/Troubleshooting,Beginner,1,TRUE,3,Strict_Ban,6,3.107,52.95,Medium,-0.32,0.417,14.49
137260,Humanities,Senior,3.829,Copywriting/Drafting,Advanced,5,FALSE,2,Actively_Encouraged,3,4,70.51,Medium,-0.171,0.573,12.47
137261,Humanities,Sophomore,2.542,Ideation,Beginner,3,FALSE,2,Allowed_With_Citation,6,2.717,90.5,High,-0.175,0.416,19.13
137262,Arts,Sophomore,3.752,Copywriting/Drafting,Beginner,3,TRUE,3,Allowed_With_Citation,2,4,86.65,Medium,-0.248,0.497,15.75
137263,Humanities,Senior,3.517,Copywriting/Drafting,Advanced,4,FALSE,4,Actively_Encouraged,4,3.967,90.84,Medium,-0.45,0.318,22.9
137264,Humanities,Sophomore,2.856,Direct_Answer_Generation,Intermediate,3,TRUE,2,Actively_Encouraged,3,2.976,61.59,Medium,-0.12,0.886,8.76
137265,STEM,Graduate,2.956,Debugging/Troubleshooting,Beginner,3,TRUE,3,Allowed_With_Citation,3,2.977,77.97,Medium,-0.021,0.719,21.4
137266,STEM,Sophomore,2.648,Direct_Answer_Generation,Intermediate,4,TRUE,1,Strict_Ban,2,2.761,88.18,Low,-0.113,0.192,10.94
137267,Business,Junior,3.059,Direct_Answer_Generation,Beginner,2,FALSE,1,Strict_Ban,1,3.369,92.38,Low,-0.31,0.138,16.02
137268,STEM,Freshman,3.509,Debugging/Troubleshooting,Intermediate,1,TRUE,4,Allowed_With_Citation,8,3.728,69.04,Medium,-0.219,0.53,18.45
137269,STEM,Freshman,2.768,Summarizing_Reading,Intermediate,2,TRUE,2,Allowed_With_Citation,2,3.167,65.43,Low,-0.399,0.146,21.78
137270,Business,Freshman,2.555,Ideation,Intermediate,3,TRUE,6,Actively_Encouraged,3,2.847,86.64,High,-0.292,0.489,31.35
137271,STEM,Sophomore,2.19,Copywriting/Drafting,Advanced,4,TRUE,3,Allowed_With_Citation,2,2.419,100,Low,-0.229,0.015,23.01
137272,STEM,Freshman,3.107,Ideation,Beginner,2,FALSE,1,Actively_Encouraged,5,3.269,81.96,Low,-0.162,0.086,17.92
137273,Arts,Junior,2.804,Direct_Answer_Generation,Intermediate,1,FALSE,2,Allowed_With_Citation,5,2.876,94.94,Medium,-0.072,0.472,13.87
137274,Arts,Sophomore,3.442,Debugging/Troubleshooting,Intermediate,4,FALSE,6,Actively_Encouraged,5,3.404,91.9,Medium,0.038,0.35,24.34
137275,Humanities,Sophomore,3.63,Direct_Answer_Generation,Intermediate,3,TRUE,5,Allowed_With_Citation,9,3.983,80.06,Low,-0.353,0.382,24.89
137276,Humanities,Junior,2.716,Summarizing_Reading,Intermediate,2,FALSE,3,Strict_Ban,2,3.029,79.75,Medium,-0.313,0.175,23.52
137277,Medical,Graduate,3.697,Ideation,Advanced,3,FALSE,3,Strict_Ban,3,4,72.33,Medium,-0.303,0.128,19.69
137278,STEM,Senior,2.981,Summarizing_Reading,Advanced,4,FALSE,6,Strict_Ban,10,3.463,86.74,High,-0.482,0.748,33.43
137279,Business,Graduate,3.291,Ideation,Intermediate,1,TRUE,2,Strict_Ban,9,3.623,81.67,High,-0.332,0.296,21.67
137280,Business,Graduate,3.373,Direct_Answer_Generation,Beginner,3,TRUE,2,Allowed_With_Citation,6,3.691,63.56,Medium,-0.318,0.048,9.89
137281,Arts,Freshman,2.005,Copywriting/Drafting,Intermediate,2,FALSE,3,Actively_Encouraged,6,2.12,82.72,Low,-0.115,0.033,11.26
137282,Medical,Senior,3.889,Summarizing_Reading,Beginner,2,TRUE,6,Actively_Encouraged,8,3.867,81.94,High,0.022,0.491,21.14
137283,Humanities,Freshman,3.012,Direct_Answer_Generation,Intermediate,4,TRUE,3,Actively_Encouraged,5,2.906,68.31,Low,0.106,0.29,22.53
137284,Humanities,Graduate,3.216,Ideation,Advanced,4,FALSE,3,Allowed_With_Citation,2,3.303,72.94,Low,-0.087,0.732,8.87
137285,Business,Sophomore,3.227,Ideation,Intermediate,2,FALSE,4,Allowed_With_Citation,5,3.474,55.83,Medium,-0.247,0.505,18.14
137286,Medical,Sophomore,2.105,Debugging/Troubleshooting,Beginner,2,FALSE,6,Allowed_With_Citation,3,2.451,74.07,Low,-0.346,0.368,17.68
137287,Medical,Graduate,3.657,Debugging/Troubleshooting,Intermediate,4,FALSE,2,Actively_Encouraged,5,4,82.14,Medium,-0.343,0.279,14.57
137288,Business,Graduate,1.671,Ideation,Intermediate,1,FALSE,4,Allowed_With_Citation,6,2.022,73.73,Medium,-0.351,0.476,19.55
137289,Arts,Freshman,3.49,Ideation,Intermediate,2,FALSE,4,Allowed_With_Citation,5,3.554,77.66,Medium,-0.064,0.524,27.14
137290,STEM,Freshman,3.56,Copywriting/Drafting,Intermediate,4,FALSE,5,Allowed_With_Citation,5,3.641,76.91,Low,-0.081,0.352,23.6
137291,Humanities,Senior,2.503,Summarizing_Reading,Beginner,3,TRUE,3,Allowed_With_Citation,5,2.844,78.7,Low,-0.341,0.008,20.76
137292,STEM,Freshman,2.567,Debugging/Troubleshooting,Beginner,1,FALSE,3,Actively_Encouraged,5,2.562,59.66,Low,0.005,0.225,8.13
137293,STEM,Graduate,3.182,Debugging/Troubleshooting,Beginner,1,TRUE,3,Strict_Ban,5,3.519,73.36,Low,-0.337,0.355,25.2
137294,Business,Graduate,3.452,Debugging/Troubleshooting,Beginner,3,FALSE,3,Allowed_With_Citation,3,3.826,78.27,Medium,-0.374,0.028,19.7
137295,Medical,Freshman,3.749,Summarizing_Reading,Beginner,3,FALSE,6,Actively_Encouraged,6,3.911,86.32,Medium,-0.162,0.536,12.34
137296,Business,Sophomore,3.744,Summarizing_Reading,Advanced,3,TRUE,9,Allowed_With_Citation,7,4,61.53,High,-0.256,0.707,42.7
137297,Business,Freshman,3.115,Copywriting/Drafting,Advanced,4,FALSE,3,Allowed_With_Citation,7,3.223,98.89,Low,-0.108,0.175,19.25
137298,STEM,Freshman,3.459,Direct_Answer_Generation,Advanced,5,FALSE,2,Allowed_With_Citation,1,3.401,73.31,Low,0.058,0.602,10.31
137299,Business,Junior,3.351,Summarizing_Reading,Advanced,5,TRUE,3,Actively_Encouraged,6,3.961,90.69,Medium,-0.61,0.124,17.42
137300,Humanities,Senior,3.088,Direct_Answer_Generation,Intermediate,3,FALSE,2,Actively_Encouraged,3,3.28,67.84,Low,-0.192,0.28,19.62
137301,Business,Junior,2.956,Ideation,Beginner,3,FALSE,3,Allowed_With_Citation,4,3.158,70.01,Medium,-0.202,0.56,6.5
137302,Humanities,Sophomore,2.211,Copywriting/Drafting,Beginner,2,FALSE,6,Actively_Encouraged,5,2.59,61.64,High,-0.379,0.772,38.54
137303,Business,Freshman,2.768,Copywriting/Drafting,Beginner,2,FALSE,1,Allowed_With_Citation,2,2.889,73.23,Low,-0.121,0.115,15.51
137304,Humanities,Sophomore,3.596,Copywriting/Drafting,Intermediate,4,FALSE,3,Allowed_With_Citation,2,3.772,95.53,Low,-0.176,0.414,19.55
137305,Business,Junior,3.074,Ideation,Beginner,1,TRUE,3,Allowed_With_Citation,2,3.438,80.3,Medium,-0.364,0.059,14.98
137306,STEM,Graduate,3.722,Direct_Answer_Generation,Intermediate,3,FALSE,4,Allowed_With_Citation,2,3.995,92.94,Low,-0.273,0.1,16.87
137307,Humanities,Sophomore,3.884,Copywriting/Drafting,Advanced,5,FALSE,1,Strict_Ban,3,4,77.88,Low,-0.116,0.255,13.67
137308,Humanities,Graduate,3.279,Direct_Answer_Generation,Beginner,3,FALSE,2,Allowed_With_Citation,3,3.507,70.05,High,-0.228,0.496,17.08
137309,Business,Freshman,2.573,Direct_Answer_Generation,Beginner,2,FALSE,5,Actively_Encouraged,4,2.27,33.96,High,0.303,0.743,40.02
137310,Business,Senior,3.41,Ideation,Intermediate,2,FALSE,1,Actively_Encouraged,3,3.647,83.55,Low,-0.237,0.216,15.31
137311,Medical,Sophomore,2.549,Summarizing_Reading,Beginner,2,FALSE,4,Actively_Encouraged,6,2.868,67.19,High,-0.319,0.152,27.03
137312,Business,Graduate,2.671,Direct_Answer_Generation,Advanced,4,TRUE,3,Strict_Ban,10,2.819,76.78,High,-0.148,0.6,26.98
137313,Humanities,Graduate,3.17,Debugging/Troubleshooting,Advanced,3,FALSE,4,Allowed_With_Citation,5,3.515,100,Medium,-0.345,0.287,15.07
137314,Arts,Senior,3.251,Ideation,Beginner,1,FALSE,5,Allowed_With_Citation,7,3.421,79.28,Medium,-0.17,0.872,25.47
137315,Humanities,Sophomore,3.181,Copywriting/Drafting,Advanced,4,FALSE,4,Allowed_With_Citation,5,3.637,92.03,Medium,-0.456,0.479,25.83
137316,STEM,Junior,3.394,Debugging/Troubleshooting,Intermediate,4,TRUE,6,Allowed_With_Citation,8,3.683,85.53,High,-0.289,0.542,29.99
137317,Business,Junior,2.68,Copywriting/Drafting,Beginner,3,TRUE,4,Strict_Ban,5,3.019,67.95,Medium,-0.339,0.189,12.78
137318,STEM,Junior,3.151,Debugging/Troubleshooting,Advanced,5,FALSE,2,Actively_Encouraged,6,3.254,89.65,High,-0.103,0.923,14.41
137319,STEM,Senior,3.508,Debugging/Troubleshooting,Intermediate,3,TRUE,2,Allowed_With_Citation,1,3.871,95.33,Medium,-0.363,0.268,11.18
137320,Arts,Senior,3.375,Direct_Answer_Generation,Beginner,2,FALSE,2,Allowed_With_Citation,4,3.605,70.11,Low,-0.23,0.12,9.78
137321,Arts,Freshman,3.482,Copywriting/Drafting,Beginner,3,TRUE,1,Allowed_With_Citation,2,3.456,61.79,Medium,0.026,0.821,5.6
137322,Arts,Freshman,3.646,Copywriting/Drafting,Intermediate,2,FALSE,2,Actively_Encouraged,6,3.927,83.19,Medium,-0.281,0.304,24.32
137323,STEM,Sophomore,3.296,Debugging/Troubleshooting,Intermediate,3,FALSE,8,Strict_Ban,10,3.506,61.35,High,-0.21,0.798,42.59
137324,Arts,Senior,3.804,Direct_Answer_Generation,Beginner,2,FALSE,2,Actively_Encouraged,5,4,57.94,Low,-0.196,0.126,14.4
137325,Business,Sophomore,3.163,Summarizing_Reading,Intermediate,3,FALSE,2,Actively_Encouraged,4,3.438,70.22,High,-0.275,0.546,12.64
137326,Arts,Sophomore,2.601,Debugging/Troubleshooting,Intermediate,1,TRUE,1,Allowed_With_Citation,4,2.793,97.82,Medium,-0.192,0.142,19.34
137327,Business,Junior,2.653,Ideation,Advanced,3,FALSE,4,Actively_Encouraged,3,2.814,83.33,High,-0.161,0.591,23.63
137328,Business,Junior,2.031,Direct_Answer_Generation,Beginner,1,FALSE,5,Allowed_With_Citation,6,2.28,75.64,Medium,-0.249,0.358,20.1
137329,STEM,Graduate,2.982,Summarizing_Reading,Advanced,3,FALSE,5,Actively_Encouraged,2,3.453,68.93,Medium,-0.471,0.234,21.31
137330,Business,Senior,3.502,Direct_Answer_Generation,Advanced,3,FALSE,5,Actively_Encouraged,7,3.219,64.03,Medium,0.283,0.632,37.34
137331,Business,Sophomore,3.346,Ideation,Beginner,1,FALSE,1,Allowed_With_Citation,2,3.626,68.73,Medium,-0.28,0.631,5.34
137332,Humanities,Senior,3.529,Copywriting/Drafting,Intermediate,4,TRUE,1,Actively_Encouraged,6,3.775,98.64,Medium,-0.246,0.062,18.6
137333,Business,Senior,3.875,Ideation,Intermediate,3,FALSE,2,Strict_Ban,3,4,67.71,Low,-0.125,0.045,15.14
137334,Business,Junior,3.093,Direct_Answer_Generation,Intermediate,4,FALSE,6,Allowed_With_Citation,4,3.222,79.3,Medium,-0.129,0.646,20.63
137335,Business,Sophomore,3.488,Ideation,Intermediate,1,FALSE,1,Allowed_With_Citation,4,3.552,80.55,Low,-0.064,0.016,14.11
137336,Humanities,Graduate,2.992,Copywriting/Drafting,Beginner,2,FALSE,3,Allowed_With_Citation,5,3.583,75.28,Medium,-0.591,0.188,21.49
137337,STEM,Graduate,3.051,Debugging/Troubleshooting,Intermediate,1,TRUE,5,Allowed_With_Citation,5,3.539,94.27,High,-0.488,0.597,32.59
137338,STEM,Sophomore,2.977,Debugging/Troubleshooting,Beginner,2,FALSE,2,Allowed_With_Citation,7,3.063,65.75,Medium,-0.086,0.539,3.04
137339,Arts,Senior,3.161,Summarizing_Reading,Intermediate,4,TRUE,2,Actively_Encouraged,3,3.241,71.43,Low,-0.08,0.122,12.1
137340,STEM,Freshman,3.369,Debugging/Troubleshooting,Beginner,2,TRUE,7,Actively_Encouraged,4,3.302,64.06,High,0.067,0.881,40.22
137341,STEM,Freshman,3.344,Debugging/Troubleshooting,Advanced,4,TRUE,1,Allowed_With_Citation,6,3.723,100,Low,-0.379,0.173,11.24
137342,Medical,Sophomore,2.614,Ideation,Advanced,4,FALSE,4,Actively_Encouraged,5,3.103,77.85,Medium,-0.489,0.288,20.63
137343,STEM,Junior,3.743,Debugging/Troubleshooting,Beginner,2,TRUE,4,Allowed_With_Citation,6,3.813,67.36,Medium,-0.07,0.855,19.22
137344,Business,Junior,2.633,Ideation,Beginner,2,FALSE,4,Allowed_With_Citation,2,3.121,79.53,High,-0.488,0.43,34.76
137345,Medical,Sophomore,2.37,Debugging/Troubleshooting,Beginner,2,FALSE,5,Actively_Encouraged,3,2.547,73.39,Medium,-0.177,0.005,12.96
137346,Business,Freshman,3.326,Ideation,Intermediate,4,FALSE,2,Actively_Encouraged,4,3.565,58.66,Medium,-0.239,0.925,13.27
137347,Arts,Sophomore,2.702,Copywriting/Drafting,Advanced,3,FALSE,5,Allowed_With_Citation,4,3.001,69.86,Medium,-0.299,0.541,19.31
137348,Medical,Senior,2.854,Debugging/Troubleshooting,Beginner,1,TRUE,4,Allowed_With_Citation,4,3.133,55.05,Medium,-0.279,0.179,13.48
137349,Arts,Sophomore,2.764,Debugging/Troubleshooting,Beginner,2,FALSE,4,Strict_Ban,8,2.739,66.68,Medium,0.025,0.107,4.39
137350,Business,Junior,3.384,Ideation,Beginner,3,FALSE,4,Actively_Encouraged,7,3.899,70.21,Low,-0.515,0.091,21.01
137351,Humanities,Senior,3.318,Copywriting/Drafting,Intermediate,4,FALSE,1,Strict_Ban,6,3.57,92.69,Medium,-0.252,0.133,8.51
137352,Humanities,Senior,3.48,Summarizing_Reading,Advanced,5,FALSE,3,Strict_Ban,4,3.594,100,Medium,-0.114,0.069,12.27
137353,Arts,Junior,3.169,Summarizing_Reading,Beginner,1,TRUE,1,Allowed_With_Citation,3,3.278,80.66,Medium,-0.109,0.226,19.74
137354,Arts,Freshman,3.013,Copywriting/Drafting,Beginner,2,FALSE,4,Allowed_With_Citation,5,2.926,77,High,0.087,0.138,16.53
137355,Arts,Graduate,2.087,Copywriting/Drafting,Beginner,2,TRUE,5,Allowed_With_Citation,1,2.209,74.32,High,-0.122,0.305,21.96
137356,Business,Sophomore,2.991,Direct_Answer_Generation,Advanced,4,TRUE,4,Strict_Ban,3,3.139,100,Medium,-0.148,0.189,21.06
137357,Humanities,Sophomore,3.214,Copywriting/Drafting,Intermediate,2,TRUE,3,Allowed_With_Citation,5,3.436,77.46,Medium,-0.222,0.023,16.28
137358,Humanities,Senior,3.089,Copywriting/Drafting,Beginner,2,TRUE,5,Allowed_With_Citation,5,3.285,100,High,-0.196,0.48,18.81
137359,STEM,Senior,3.518,Debugging/Troubleshooting,Advanced,5,TRUE,4,Allowed_With_Citation,8,4,76.88,High,-0.482,0.791,36.33
137360,Arts,Graduate,3.411,Copywriting/Drafting,Intermediate,5,FALSE,4,Actively_Encouraged,5,3.595,63.51,High,-0.184,0.291,19.07
137361,STEM,Freshman,3.094,Copywriting/Drafting,Advanced,3,FALSE,2,Allowed_With_Citation,4,3.45,82.15,Medium,-0.356,0.317,16.65
137362,Humanities,Graduate,3.571,Copywriting/Drafting,Beginner,3,TRUE,3,Actively_Encouraged,3,3.848,44.7,Medium,-0.277,0.766,26.96
137363,Arts,Senior,3.589,Debugging/Troubleshooting,Intermediate,1,FALSE,2,Allowed_With_Citation,7,3.775,71.55,Medium,-0.186,0.413,17.85
137364,STEM,Junior,2.056,Debugging/Troubleshooting,Intermediate,4,FALSE,3,Allowed_With_Citation,1,2.133,63.75,Low,-0.077,0.022,9.82
137365,Medical,Freshman,3.517,Summarizing_Reading,Intermediate,2,TRUE,4,Allowed_With_Citation,4,3.52,100,Low,-0.003,0.175,13.29
137366,STEM,Junior,3.598,Summarizing_Reading,Beginner,2,TRUE,9,Actively_Encouraged,8,3.909,71.52,High,-0.311,0.714,45.48
137367,Medical,Freshman,2.919,Debugging/Troubleshooting,Beginner,3,FALSE,3,Allowed_With_Citation,5,3.138,66.75,Low,-0.219,0.444,21.05
137368,Humanities,Graduate,3.53,Direct_Answer_Generation,Advanced,3,TRUE,1,Actively_Encouraged,5,3.96,57.86,Medium,-0.43,0.456,10.2
137369,STEM,Senior,2.163,Copywriting/Drafting,Intermediate,4,FALSE,5,Actively_Encouraged,7,2.493,76.08,High,-0.33,0.846,19.51
137370,Business,Junior,2.944,Ideation,Beginner,1,FALSE,3,Strict_Ban,4,3.479,88.36,Medium,-0.535,0.256,27.72
137371,Medical,Senior,2.775,Copywriting/Drafting,Advanced,3,FALSE,2,Allowed_With_Citation,5,3.04,82.69,Low,-0.265,0.167,17.03
137372,Humanities,Junior,3.249,Summarizing_Reading,Beginner,2,FALSE,1,Allowed_With_Citation,1,3.275,80.04,Low,-0.026,0.479,11.18
137373,Business,Freshman,3.935,Ideation,Advanced,3,FALSE,1,Strict_Ban,1,4,74.22,Low,-0.065,0.033,7.19
137374,Medical,Sophomore,3.704,Ideation,Intermediate,5,FALSE,5,Strict_Ban,4,4,74.02,High,-0.296,0.367,34.1
137375,STEM,Graduate,3.548,Ideation,Intermediate,3,TRUE,3,Allowed_With_Citation,7,3.549,55.83,Low,-0.001,0.697,15.6
137376,Arts,Graduate,3.6,Copywriting/Drafting,Intermediate,3,FALSE,2,Allowed_With_Citation,3,3.855,87.78,Medium,-0.255,0.701,23.09
137377,STEM,Graduate,3.641,Debugging/Troubleshooting,Intermediate,1,FALSE,3,Allowed_With_Citation,1,4,100,Medium,-0.359,0.509,21.24
137378,Humanities,Freshman,2.242,Ideation,Advanced,3,FALSE,4,Strict_Ban,4,2.172,69.73,Low,0.07,0.638,18.49
137379,STEM,Sophomore,2.605,Debugging/Troubleshooting,Intermediate,1,FALSE,5,Actively_Encouraged,6,2.943,61.73,High,-0.338,0.847,12.86
137380,Humanities,Freshman,2.987,Copywriting/Drafting,Beginner,1,FALSE,6,Strict_Ban,3,3.022,78.08,Low,-0.035,0.145,8.67
137381,STEM,Senior,3.249,Debugging/Troubleshooting,Intermediate,2,TRUE,4,Strict_Ban,4,3.304,76.98,Low,-0.055,0.641,19.05
137382,Humanities,Freshman,2.625,Direct_Answer_Generation,Beginner,3,TRUE,4,Actively_Encouraged,6,2.522,71.05,High,0.103,0.295,16.85
137383,Humanities,Sophomore,2.482,Copywriting/Drafting,Advanced,3,TRUE,5,Allowed_With_Citation,4,2.631,93.5,Medium,-0.149,0.705,30.52
137384,Business,Sophomore,3.128,Ideation,Intermediate,2,FALSE,7,Allowed_With_Citation,3,3.306,81.23,High,-0.178,0.567,34.51
137385,Business,Graduate,3.348,Debugging/Troubleshooting,Intermediate,3,FALSE,5,Actively_Encouraged,6,3.497,75.6,High,-0.149,0.38,27.21
137386,Business,Junior,3.373,Ideation,Beginner,3,FALSE,7,Actively_Encouraged,5,3.58,81.39,High,-0.207,0.637,27.51
137387,STEM,Senior,3.953,Ideation,Advanced,3,FALSE,3,Actively_Encouraged,1,4,95.06,Low,-0.047,0.678,6.27
137388,Medical,Junior,3.423,Ideation,Advanced,3,FALSE,1,Allowed_With_Citation,2,3.675,70.5,Low,-0.252,0.343,7.27
137389,Humanities,Junior,3.087,Ideation,Intermediate,2,TRUE,4,Strict_Ban,6,3.131,56.92,Medium,-0.044,0.375,14.19
137390,STEM,Sophomore,2.662,Debugging/Troubleshooting,Beginner,3,FALSE,4,Actively_Encouraged,5,2.931,69.1,Medium,-0.269,0.47,25.21
137391,Business,Sophomore,3.764,Summarizing_Reading,Advanced,3,TRUE,4,Strict_Ban,3,4,73.57,Low,-0.236,0.038,13.42
137392,Business,Sophomore,2.804,Debugging/Troubleshooting,Intermediate,4,FALSE,3,Allowed_With_Citation,2,3.19,72.33,Medium,-0.386,0.263,27.48
137393,STEM,Sophomore,3.578,Debugging/Troubleshooting,Intermediate,2,TRUE,8,Allowed_With_Citation,5,3.55,70.62,High,0.028,0.884,45.26
137394,STEM,Senior,3.428,Direct_Answer_Generation,Beginner,1,FALSE,2,Allowed_With_Citation,5,3.657,88.03,Medium,-0.229,0.113,14.85
137395,Arts,Junior,3.758,Copywriting/Drafting,Beginner,3,FALSE,2,Allowed_With_Citation,3,3.882,77.02,Low,-0.124,0.285,17.45
137396,Business,Junior,3.12,Ideation,Beginner,3,FALSE,1,Allowed_With_Citation,5,3.358,69.21,Medium,-0.238,0.196,9.43
137397,Humanities,Senior,3.383,Direct_Answer_Generation,Intermediate,4,FALSE,1,Strict_Ban,6,3.77,75.59,Medium,-0.387,0.037,10.03
137398,Medical,Sophomore,2.996,Debugging/Troubleshooting,Beginner,2,TRUE,4,Strict_Ban,5,3.145,67.67,Low,-0.149,0.162,3.82
137399,STEM,Junior,2.9,Debugging/Troubleshooting,Intermediate,4,TRUE,4,Allowed_With_Citation,6,3.039,72.43,High,-0.139,0.395,23.13
